id,username,acctdesc,location,language,following,followers,totaltweets,usercreatedts,verified,tweetcreatedts,retweetcount,favouritecount,text,hashtags,profilePic
<built-in function id>,RichardKing633,"I love the UK+Europe, not the EU. Our freedom is built on British democracy. Don't give it away to EU where your vote means nothing",London,,5001,3919,59194,2012-03-17 11:46:17,False,2021-04-01 23:59:21,0,0,"@crabapple66 If we all left, who would be left to say “IT’S OVER”?
The #Covid #Lockdown will be over when the people say it is.  Look around in your local park!
“IT’S OVER!”","[{'text': 'Covid', 'indices': [71, 77]}, {'text': 'Lockdown', 'indices': [78, 87]}]",http://pbs.twimg.com/profile_images/628894155553566720/61TtQoeR_normal.jpg
<built-in function id>,MGDezigns,https://t.co/w1pX3mzBO2 #Invitations #Weddings #Bridal #weddinginvitations #weddingstationery #smallbiz #zazzle #Gifts #womeninbiz #etsy #mompreneur,Online,,9265,11143,386817,2013-06-05 20:18:51,False,2021-04-01 23:59:06,0,0,Chic Zebra Stripes Pink Roses Trendy Pattern Premium Face Mask  https://t.co/VMP3bd8A6W #covid #facemasks #covid19 #coronavirus #socialdistancing,"[{'text': 'covid', 'indices': [88, 94]}, {'text': 'facemasks', 'indices': [95, 105]}, {'text': 'covid19', 'indices': [106, 114]}, {'text': 'coronavirus', 'indices': [115, 127]}, {'text': 'socialdistancing', 'indices': [128, 145]}]",http://pbs.twimg.com/profile_images/963148398189715456/1QNDcj_j_normal.jpg
<built-in function id>,SansariMed,Family Physician.,,,557,115,583,2014-09-15 02:04:18,False,2021-04-01 23:59:04,6505,0,"Despite what @fordnation says.
Do not insult their sacrifice.","[{'text': 'COVID', 'indices': [74, 80]}]",http://pbs.twimg.com/profile_images/1014739261277589504/7I4ZfKg__normal.jpg
<built-in function id>,winzylamb,ISFJ-A • PM by day. Mama by night. Dog Cuddler by later night 🌙,Canada,,133,29,3399,2009-03-29 02:18:23,False,2021-04-01 23:59:01,1194,0,"On the same day we have 430 #COVID ICU patients in Ontario, 153 ICU physicians have written a letter to @fordnation @celliottability and Dr. Williams. 
Immediate restrictions beyond the current Framework are required to protect Ontarians from variant-driven Wave 3. https://t.co/TmCKPlHj07","[{'text': 'COVID', 'indices': [43, 49]}]",http://pbs.twimg.com/profile_images/1350512021037604868/VYwmA-yl_normal.jpg
<built-in function id>,BorealJo,"Lover of all things Needle & Thread. I'm a Bridalwear Seamstress, wife & grandma & new great-grandma!",Northern Ontario Canada,,832,361,121707,2013-11-12 16:53:46,False,2021-04-01 23:59:01,605,0,"We just accepted an intubated patient with #COVID in their 20s from an overloaded GTA ICU.
2 COVID ICU patients are being sent to London today from another GTA hospital and 2 went to Kingston yesterday from yet another.
If we had capacity, patients wouldn't be on the 401. https://t.co/6RMQeqDxlI","[{'text': 'COVID', 'indices': [58, 64]}]",http://pbs.twimg.com/profile_images/574275839845494784/rgq4Dquy_normal.jpeg
<built-in function id>,dailyummahint,Bir miladın habercisiyiz • We are the messenger of a milestone • نحن رسول لميلاد • @dailyummah,Turkey,,2,70,2744,2020-10-15 20:35:56,False,2021-04-01 23:59:00,0,0,"The drop in international oil prices coupled with the impacts of #COVID-19 and floods in South #Sudan have had a severe negative impact on the economy, the country’s central bank governor said on Thursday. https://t.co/txDFd0BZl4","[{'text': 'COVID', 'indices': [65, 71]}, {'text': 'Sudan', 'indices': [95, 101]}]",http://pbs.twimg.com/profile_images/1316840282382622732/lGcK6ZLi_normal.jpg
<built-in function id>,sforseth000,Blogger/Cariboo RD Area 'D' Director and 2020-21 NCLGA 2nd VP. My opinions are my own,Williams Lake,,868,932,23968,2008-12-05 01:26:50,False,2021-04-01 23:58:38,0,0,"New Blog Post: April 1st, 2021 BC #COVID-19 Numbers Update. View at https://t.co/bsbCWpNddE #cariboopoli #bcpoli #cdnpoli #COVID19 #COVID19BC #COVID19Canada #WellsBC #Quesnel #WilliamsLake #100MileHouse #CaribooRD","[{'text': 'COVID', 'indices': [34, 40]}, {'text': 'cariboopoli', 'indices': [92, 104]}, {'text': 'bcpoli', 'indices': [105, 112]}, {'text': 'cdnpoli', 'indices': [113, 121]}, {'text': 'COVID19', 'indices': [122, 130]}, {'text': 'COVID19BC', 'indices': [131, 141]}, {'text': 'COVID19Canada', 'indices': [142, 156]}, {'text': 'WellsBC', 'indices': [157, 165]}, {'text': 'Quesnel', 'indices': [166, 174]}, {'text': 'WilliamsLake', 'indices': [175, 188]}, {'text': '100MileHouse', 'indices': [189, 202]}, {'text': 'CaribooRD', 'indices': [203, 213]}]",http://pbs.twimg.com/profile_images/534853672161648641/CFfSiM8l_normal.jpeg
<built-in function id>,BeysBaeee,Fresh & Feminist to death. She/her.,"Hell, apparently. ",,410,201,38066,2014-07-31 21:12:41,False,2021-04-01 23:58:29,6505,0,"Despite what @fordnation says.
Do not insult their sacrifice.","[{'text': 'COVID', 'indices': [74, 80]}]",http://pbs.twimg.com/profile_images/1014207605890166784/JABfu3Py_normal.jpg
<built-in function id>,mohamed981226,,"Alexandria, Egypt",,298,616,89774,2015-07-27 01:24:18,False,2021-04-01 23:58:28,2,0,to Scare the crap out of you... Kids can now CREATE New #COVID VIRUSES in their BASEMENTS with kits Available online!! Think what TERRORISTS can do! Why is it still Legal to sell these kits to make &amp; mutate Viral Warfare? Have U seen this Documentary!? https://t.co/O7fwTO1M3k,"[{'text': 'COVID', 'indices': [74, 80]}]",http://pbs.twimg.com/profile_images/1134288992223092736/lDBqUaQE_normal.jpg
<built-in function id>,monsieurmean,#resist #chooseforward,,,2210,1132,12144,2012-07-24 17:40:49,False,2021-04-01 23:58:23,6505,0,"Despite what @fordnation says.
Do not insult their sacrifice.","[{'text': 'COVID', 'indices': [74, 80]}]",http://pbs.twimg.com/profile_images/512954094030307328/ILVnsgPV_normal.jpeg
<built-in function id>,anna_dobie,AntiFascist She/Her Treaty 13 Territory,"Toronto, Ontario",,548,126,4553,2015-09-29 21:49:22,False,2021-04-01 23:58:17,6505,0,"Despite what @fordnation says.
Do not insult their sacrifice.","[{'text': 'COVID', 'indices': [74, 80]}]",http://pbs.twimg.com/profile_images/1317429306570715136/1HtxJSKZ_normal.jpg
<built-in function id>,AmericanVolador,Free Press & Freelancer,Argentina,,46,63,11563,2017-05-28 15:44:35,False,2021-04-01 23:58:13,581,0,"#COVID19 is the product of policies and actions undertaken by the Chinese Communist Party, a form of “Opportunistic Bioterrorism”
#COVID #Corona #coronavirus #DRASTIC #coronavirus #CCPVirus #UnrestrictedBiowarfare #UnrestrictedBioweapon #OriginOfCOVID19 
https://t.co/h2MKUEo10h","[{'text': 'COVID19', 'indices': [20, 28]}]",http://pbs.twimg.com/profile_images/868864778256527361/B0YzzOWn_normal.jpg
<built-in function id>,fdtruks,Grandma to the sweetest little boy 💞Northern Ontario nature lover🇨🇦🏕😷😷😷stay home stay safe 😷🇨🇦,Timmins Ontario,,293,91,3464,2014-09-19 00:47:46,False,2021-04-01 23:58:12,6505,0,"Despite what @fordnation says.
Do not insult their sacrifice.","[{'text': 'COVID', 'indices': [74, 80]}]",http://pbs.twimg.com/profile_images/1345904572229943298/FZJQmCZ3_normal.jpg
<built-in function id>,davidennis2,"It was my privilege to have been the Principal at Antler River Elementary School with the Chippewas of the Thames First Nation.  Retired in December, 2019.","London, Ontario",,225,245,2472,2011-08-12 16:58:01,False,2021-04-01 23:58:09,6505,0,"Despite what @fordnation says.
Do not insult their sacrifice.","[{'text': 'COVID', 'indices': [74, 80]}]",http://pbs.twimg.com/profile_images/885192330499821568/Oc_5mfYZ_normal.jpg
<built-in function id>,GadflyQuebec,"freelance writer, editor, translator (francais-anglais) and semi-geek; omnivorous reader and news junkie lectrice omnivore bilingue",Canada Tiohtiak:ke,,4997,3983,407274,2012-02-17 15:21:11,False,2021-04-01 23:58:08,6505,0,"Despite what @fordnation says.
Do not insult their sacrifice.","[{'text': 'COVID', 'indices': [74, 80]}]",http://pbs.twimg.com/profile_images/2281304775/7yfz97dq0dl99xwk6goy_normal.jpeg
<built-in function id>,Tayzlor,No free speech on twatter; Dorsey doing a Bezos WaPo . Join me on Follow me on https://t.co/Pp2P74XiEU Minds: @taylorschon they block #censo here 🤪,New York,,187,89,6578,2009-05-31 19:33:50,False,2021-04-01 23:58:05,0,0,"I got nothing on the jokes happening daily  in #clownworld.
#okcoofer #coof #biden #corona #covid #covid19 #masquerade #usa @ USA https://t.co/SJ9qjyKs8P","[{'text': 'clownworld', 'indices': [47, 58]}, {'text': 'okcoofer', 'indices': [60, 69]}, {'text': 'coof', 'indices': [70, 75]}, {'text': 'biden', 'indices': [76, 82]}, {'text': 'corona', 'indices': [83, 90]}, {'text': 'covid', 'indices': [91, 97]}, {'text': 'covid19', 'indices': [98, 106]}, {'text': 'masquerade', 'indices': [107, 118]}, {'text': 'usa', 'indices': [119, 123]}]",http://pbs.twimg.com/profile_images/1347775065882914816/cXAF8qem_normal.jpg
<built-in function id>,kieldaho,"dance the nihilist waltz
               
         
https://t.co/TogHFdDu3F",the high ground,,225,261,7328,2015-10-29 12:08:26,False,2021-04-01 23:57:56,122,0,"Friends, please help us report this page.
Despite the alarming #COVID surge that’s causing our healthcare system to collapse, this page is denying the existence of COVID and even saying testing should be stopped.
The page now has thousands of followers.
https://t.co/sMehV3QReG https://t.co/esvAdGIHlY","[{'text': 'COVID', 'indices': [81, 87]}]",http://pbs.twimg.com/profile_images/1367344342185078784/ZWfgyaBA_normal.jpg
<built-in function id>,PAC_Ski53,"☘️ 🇺🇸 Black Lives Matter, Bring back the Fairness Doctrine, Abolish ICE, Trans rights are human rights, Kindness matters, 🏳️‍⚧️🏳️‍🌈",United States,,427,345,3523,2020-01-05 14:14:27,False,2021-04-01 23:57:51,1313,0,"Republicans in Congress were as shameful going against desperately-needed #covid relief #ForThePeople as they are shameless now by claiming credit for what they tried to stop.
They said “NO” unanimously, but it's not stopping them from taking the dough.  
https://t.co/2tD1XDbah1","[{'text': 'covid', 'indices': [90, 96]}, {'text': 'ForThePeople', 'indices': [104, 117]}]",http://pbs.twimg.com/profile_images/1213826401444487168/VKkhhAE8_normal.jpg
<built-in function id>,RyanDeWilde,Membership & Engagement Coordinator for the North Okanagan-Shuswap NDP federal Electoral District Assoiation. Member of @JoinJI. #TeamMarkiel,"Vernon, British Columbia",,859,395,5511,2010-03-24 07:12:21,False,2021-04-01 23:57:51,6505,0,"Despite what @fordnation says.
Do not insult their sacrifice.","[{'text': 'COVID', 'indices': [74, 80]}]",http://pbs.twimg.com/profile_images/696434160458596352/I0kHqLJb_normal.jpg
<built-in function id>,jossjaffe,"New album 'Meditation Music' Debuted at #3 on @billboard New Age Chart.
Yoga mantra music give a listen👇🏽& follow @Spotify!🙌🏾","Los Angeles, CA",,6583,7566,5122,2012-10-02 07:51:01,False,2021-04-01 23:57:47,0,2,"Even Sponge Bob is making people freak out...
Deep Breaths People 🌬️
Two 'SpongeBob SquarePants' episodes pulled from Nickelodeon https://t.co/FltTUZC2VS via @nbcnews #COVID #pandemic #Spongebob #SpongeBobSquarepants #StaySafe","[{'text': 'COVID', 'indices': [168, 174]}, {'text': 'pandemic', 'indices': [175, 184]}, {'text': 'Spongebob', 'indices': [185, 195]}, {'text': 'SpongeBobSquarepants', 'indices': [196, 217]}, {'text': 'StaySafe', 'indices': [218, 227]}]",http://pbs.twimg.com/profile_images/1189723809319964672/dej1pefr_normal.png
<built-in function id>,DiPettaSonia,,Toronto,,743,396,5178,2014-02-24 21:31:40,False,2021-04-01 23:57:45,6505,0,"Despite what @fordnation says.
Do not insult their sacrifice.","[{'text': 'COVID', 'indices': [74, 80]}]",http://pbs.twimg.com/profile_images/1017431485291298816/7bISfWMa_normal.jpg
<built-in function id>,SaveInsectsA,"My goal is to make kids excited about insects, to promote awareness of insects in local food chain and study effects of global warming on insect population.","New York, USA",,76,154,126,2018-08-04 21:32:11,False,2021-04-01 23:57:39,0,1,First vacation in over a year (with all #COVID precautions). Enjoying the birthplace of American Independence! Go #Philly https://t.co/OECwkrFRxV,"[{'text': 'COVID', 'indices': [40, 46]}, {'text': 'Philly', 'indices': [114, 121]}]",http://pbs.twimg.com/profile_images/1177269831906803713/b8z64twG_normal.jpg
<built-in function id>,nextwomanuppod,"Sara Eljouzi & Carly Helfand—A sports podcast by women for women, and guys we want you to join the huddle too",,,18,2,2,2021-04-01 23:38:37,False,2021-04-01 23:57:36,0,0,When baseball is officially back but not for the Mets 😞 #Mets #metsvsnats #covid,"[{'text': 'Mets', 'indices': [56, 61]}, {'text': 'metsvsnats', 'indices': [62, 73]}, {'text': 'covid', 'indices': [74, 80]}]",http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
<built-in function id>,voilamsgraham,French immersion teacher. student. anti-racist. fitness peasant. sunny day enthusiast.,"Ontario, Canada",,104,69,862,2018-11-11 20:12:56,False,2021-04-01 23:57:31,6505,0,"Despite what @fordnation says.
Do not insult their sacrifice.","[{'text': 'COVID', 'indices': [74, 80]}]",http://pbs.twimg.com/profile_images/1329050280193896448/upau4l1U_normal.jpg
<built-in function id>,biancansd,🌺Wife🌺Daughter🌺Sister🌺Stepmother🌺Grandmother 💚 #Agellum Limitless Pioneer #Nerium #BEST 💜YOUnique Presenter  🌐https://t.co/oOGj10gZ0j,San Diego,,1184,239,18975,2013-04-01 04:59:02,False,2021-04-01 23:57:25,0,1,"All #SanDiegans between 50 and 64 years of age can now get #COVID-19 #vaccine. 
https://t.co/l4yXI5VLoJ","[{'text': 'SanDiegans', 'indices': [4, 15]}, {'text': 'COVID', 'indices': [59, 65]}, {'text': 'vaccine', 'indices': [69, 77]}]",http://pbs.twimg.com/profile_images/1368130328833888256/KGOO1H-C_normal.jpg
<built-in function id>,beisan,"Federal @KitCentreNDP nominee | Intersectional feminism, equitable comms, rescuing animals, urban gardening | Name pronounced BEE-San | She/her",Unceded land,,799,3119,389,2009-04-16 02:36:18,False,2021-04-01 23:57:22,6505,0,"Despite what @fordnation says.
Do not insult their sacrifice.","[{'text': 'COVID', 'indices': [74, 80]}]",http://pbs.twimg.com/profile_images/1377524627489046528/ztF16W1Y_normal.jpg
<built-in function id>,infrahumano,,Toronto,,1004,9080,212947,2013-09-21 01:15:36,False,2021-04-02 23:59:33,772,0,"We used this portable heart-lung machine as salvage therapy in a younger patients whose lungs had been damaged by #COVID. 
""One of the most dangerous Canadians""-- Ontario MPP (sic) Randy Hillier",Chelm,,8525,63497,24584,2019-02-15 00:32:14,True,2021-04-02 23:58:51,772,0,"We used this portable heart-lung machine as salvage therapy in a younger patients whose lungs had been damaged by #COVID. 
<built-in function id>,Shel988,,,,229,38,1422,2013-04-13 17:49:49,False,2021-04-02 23:58:47,2257,0,"This is the story (shared with permission) of a patient in her 40s with #COVID we just intubated. 
<built-in function id>,DoyleLeilani,"Anesthesiologist, Flight Surgeon, Forward AE, CCAE, austere military DCR/DCS junkie, Canadian Armed Forces, CMERT. Opinions are my own. She/her","Ontario, Canada",,767,2763,17888,2014-01-25 14:18:29,False,2021-04-02 23:58:38,772,0,"We used this portable heart-lung machine as salvage therapy in a younger patients whose lungs had been damaged by #COVID. 
<built-in function id>,Brandi56501624,"Former #PuppyMill Mama Dog from Kentucky. #Rescued Living in Ottawa, Ontario. #AdoptDontShop  #SquirrelsWelcome #CatsWelcome #Birbs",Unceded Algonquin Territory,,91,7,239,2021-01-03 15:40:44,False,2021-04-02 23:58:06,6507,0,"Despite what @fordnation says.
<built-in function id>,Vorisskan,Copywriter | Dad,,,108,11,487,2020-12-13 14:50:59,False,2021-04-02 23:57:06,7,0,"We were listed as a key player in the #COVID-19 medicine market in a @BrandEssenceMR report.
<built-in function id>,wcbs880,The news that matters to you from local experts and trusted sources. Listen now on the free @Audacy app.,"New York, NY",,1132,23711,131345,2008-10-15 05:11:21,True,2021-04-02 23:57:04,2,0,Why are Covid cases still high in places like Newark NJ? We ask ⁦@ShereefElnahal⁩ plus why one ER Doc says any new surge will never top last years nightmare #880InDepth #Covid ⁦@peterhaskell880⁩ ⁦@wcbs880⁩ Give it a listen https://t.co/FcVqQ53Bnp,[],http://pbs.twimg.com/profile_images/1032190762018979840/LKfS53JQ_normal.jpg
<built-in function id>,cake,Have better conversations about the topics that fascinate you.,,,35,602,320,2009-11-14 02:49:12,False,2021-04-02 23:56:46,1,0,On Cake we have a live discussion about using apps and wearable tech to detect Covid-19... https://t.co/l1xX5MO4oD #COVID19 #COVID #apps #tech #technology,"[{'text': 'COVID19', 'indices': [115, 123]}, {'text': 'COVID', 'indices': [124, 130]}, {'text': 'apps', 'indices': [131, 136]}, {'text': 'tech', 'indices': [137, 142]}, {'text': 'technology', 'indices': [143, 154]}]",http://pbs.twimg.com/profile_images/807018562913079297/il8WDdwp_normal.jpg
<built-in function id>,Louiza12,Author of five books and a dissertation on telemedicine;  science editor of medical & pharmaceutical material; Landmark Education graduate & leader; SAG-AFTRA,New York City and Greece,,2243,1473,3788,2009-01-20 18:38:31,False,2021-04-01 21:49:46,0,1,"I overcame #COVD in about three days two weeks ago thanks to the Holy Trinity and then working out and dancing, which enhance the mind-body-immune system connection. I was thrilled to find out I will be extended a vaccine opportunity due to recent interpeting work at a hospital.","[{'text': 'COVD', 'indices': [11, 16]}]",http://pbs.twimg.com/profile_images/1111007220169347072/xKGbk8ux_normal.png
<built-in function id>,TalhamClaire,Geography of Costa Rica,costa rica,,0,0,56,2021-02-04 19:17:01,False,2021-04-01 16:24:58,0,0,"#CostaRica has good healthcare, so it is not surprising that they responded well to the pandemic🦠 #COVD in #CostaRica","[{'text': 'CostaRica', 'indices': [0, 10]}, {'text': 'COVD', 'indices': [98, 103]}, {'text': 'CostaRica', 'indices': [107, 117]}]",http://pbs.twimg.com/profile_images/1357409271701528579/vzTgOEuU_normal.jpg
<built-in function id>,PennyMillionai2,"Started trading while in college at age 20. My approach is simple, I buy large amounts of shares of Triple 0 stocks when they about to breakout when alerted.",,,691,1376,17621,2020-08-20 15:05:44,False,2021-04-01 16:15:01,19,0,"FOMO CORP. $ETFM Engages Schenck Strategies as PR Firm of Record to Promote Awareness of Disinfection Solutions:
https://t.co/dCSxuuzh3c
#COVD #FOMO #ETFM #PCTI #OPTI #AUVI #COVID19 #COVID #DISINFECTION #CLEANAIR #IAQ",[],http://pbs.twimg.com/profile_images/1311688775517573120/kjUHezzF_normal.jpg
<built-in function id>,TrumpDownfall,"There’s a hard streak in you...there’s something in you that’s like biting on tinfoil
Proud 🇨🇦
Get the💉 Wear a😷 Wash your 🙌 & be kind to animals! 😻",Earth 🌍,,2328,2235,57430,2015-01-17 07:33:06,False,2021-04-01 03:43:22,0,0,"@CanadaFirstNews ""No issues"" huh?.....
Suicides are down but YOU want to kill people by opening up &amp; refusing to #maskup, regardless of the rise in both #covd &amp; deadlier #variants
It's irresponsible, entitled assholery.
🤡🤡🤡 https://t.co/j2KvAsVjHM","[{'text': 'maskup', 'indices': [118, 125]}, {'text': 'covd', 'indices': [158, 163]}, {'text': 'variants', 'indices': [179, 188]}]",http://pbs.twimg.com/profile_images/1369016664457506818/DmeP3DRc_normal.jpg
<built-in function id>,cloudspark,"educator | former founder | interested in the why, not just the how | finding the good in all things | imago dei",southerner in silicon valley,,7552,6179,77179,2008-05-09 21:30:36,False,2021-04-01 03:04:01,0,0,"and to think of how dr redfield was vilified for this valid theory of #covd's origin, the @who report practically does everything to shade over this quite likely possibility https://t.co/XomUCExnPo","[{'text': 'covd', 'indices': [70, 75]}]",http://pbs.twimg.com/profile_images/865276240378216448/lH37DNE9_normal.jpg
